gid,Latitude,Longitude,Ratio
 52184,-71.144823,42.274203,0.56521739
 52184,-71.145126,42.274551,0.56521739
 52184,-71.145306,42.274744,0.56521739
 52184,-71.145484,42.274867,0.56521739
 52184,-71.145705,42.27505,0.56521739
 52184,-71.145652,42.275212,0.56521739
 52501,-71.075388,42.348575,1.5
 52501,-71.075009,42.348697,1.5
 52501,-71.074349,42.348934,1.5
 52501,-71.074114,42.348439,1.5
 52501,-71.075096,42.348159,1.5
 52501,-71.07513,42.348154,1.5
 52501,-71.075163,42.348159,1.5
 52501,-71.075209,42.348201,1.5
 52501,-71.075388,42.348575,1.5
 52555,-71.049295,42.337803,2.5
 52555,-71.04776,42.336812,2.5
 52555,-71.048177,42.336462,2.5
 52555,-71.049732,42.337443,2.5
 52555,-71.049295,42.337803,2.5
 52709,-71.142405,42.290109,0.4
 52709,-71.142368,42.290238,0.4
 52709,-71.142303,42.290339,0.4
 52709,-71.142023,42.29062,0.4
 52709,-71.141336,42.291187,0.4
 52709,-71.140568,42.291833,0.4
 52709,-71.14023,42.291588,0.4
 52709,-71.139746,42.291299,0.4
 52709,-71.140382,42.290766,0.4
 52709,-71.141007,42.290234,0.4
 52709,-71.141152,42.290123,0.4
 52709,-71.141719,42.28964,0.4
 52709,-71.142026,42.289402,0.4
 52709,-71.142221,42.289567,0.4
 52709,-71.142321,42.289684,0.4
 52709,-71.142399,42.289894,0.4
 52709,-71.142405,42.290109,0.4
 52716,-71.10125,42.335723,0.25
 52716,-71.100935,42.336168,0.25
 52716,-71.100306,42.335941,0.25
 52716,-71.100683,42.335773,0.25
 52716,-71.100933,42.335654,0.25
 52716,-71.101232,42.335535,0.25
 52716,-71.101434,42.335463,0.25
 52716,-71.10125,42.335723,0.25
 53142,-71.053795,42.352797,1
 53142,-71.053069,42.353158,1
 53142,-71.052892,42.352992,1
 53142,-71.052848,42.352949,1
 53142,-71.053685,42.351822,1
 53142,-71.054285,42.352116,1
 53142,-71.053795,42.352797,1
 53319,-71.069897,42.350148,0.66666667
 53319,-71.069405,42.350285,0.66666667
 53319,-71.068683,42.350487,0.66666667
 53319,-71.068597,42.350206,0.66666667
 53319,-71.068496,42.349877,0.66666667
 53319,-71.069716,42.349659,0.66666667
 53319,-71.069897,42.350148,0.66666667
 53733,-71.05526,42.2965,1.6
 53733,-71.054495,42.296761,1.6
 53733,-71.054427,42.296671,1.6
 53733,-71.054316,42.296565,1.6
 53733,-71.054132,42.29643,1.6
 53733,-71.054085,42.296381,1.6
 53733,-71.054046,42.296305,1.6
 53733,-71.053967,42.295957,1.6
 53733,-71.054437,42.295922,1.6
 53733,-71.054841,42.296182,1.6
 53733,-71.05526,42.2965,1.6
 53862,-71.087079,42.345919,2.5
 53862,-71.086668,42.345859,2.5
 53862,-71.084206,42.345499,2.5
 53862,-71.08412,42.345251,2.5
 53862,-71.084143,42.345184,2.5
 53862,-71.084353,42.345071,2.5
 53862,-71.084578,42.345107,2.5
 53862,-71.085925,42.345301,2.5
 53862,-71.086831,42.345424,2.5
 53862,-71.087079,42.345919,2.5
 54078,-71.112096,42.33194,2
 54078,-71.111859,42.332061,2
 54078,-71.111649,42.332194,2
 54078,-71.111211,42.332508,2
 54078,-71.110854,42.33227,2
 54078,-71.111457,42.33188,2
 54078,-71.111482,42.331799,2
 54078,-71.111466,42.331698,2
 54078,-71.111422,42.331586,2
 54078,-71.111146,42.330889,2
 54078,-71.111593,42.330787,2
 54078,-71.111827,42.331384,2
 54078,-71.112014,42.331837,2
 54078,-71.112096,42.33194,2
 54114,-71.069689,42.359533,0.11111111
 54114,-71.069329,42.359545,0.11111111
 54114,-71.069054,42.359554,0.11111111
 54114,-71.068629,42.359568,0.11111111
 54114,-71.068582,42.359339,0.11111111
 54114,-71.069241,42.359297,0.11111111
 54114,-71.069518,42.359289,0.11111111
 54114,-71.069628,42.359289,0.11111111
 54114,-71.069671,42.35933,0.11111111
 54114,-71.069707,42.359435,0.11111111
 54114,-71.069689,42.359533,0.11111111
 54415,-71.080778,42.349195,0.5
 54415,-71.079508,42.349508,0.5
 54415,-71.079145,42.348686,0.5
 54415,-71.078794,42.348018,0.5
 54415,-71.078789,42.347998,0.5
 54415,-71.078746,42.347913,0.5
 54415,-71.078816,42.347831,0.5
 54415,-71.080014,42.347803,0.5
 54415,-71.080146,42.3478,0.5
 54415,-71.080613,42.348838,0.5
 54415,-71.080778,42.349195,0.5
 54421,-71.152819,42.284848,0.33333333
 54421,-71.152108,42.285112,0.33333333
 54421,-71.151822,42.285224,0.33333333
 54421,-71.151272,42.28487,0.33333333
 54421,-71.150147,42.284158,0.33333333
 54421,-71.150635,42.283743,0.33333333
 54421,-71.150826,42.283569,0.33333333
 54421,-71.152246,42.28447,0.33333333
 54421,-71.152819,42.284848,0.33333333
 54512,-71.116856,42.311029,0.66666667
 54512,-71.116176,42.311432,0.66666667
 54512,-71.115682,42.311062,0.66666667
 54512,-71.115983,42.310844,0.66666667
 54512,-71.116395,42.310563,0.66666667
 54512,-71.116856,42.311029,0.66666667
 54918,-71.103125,42.316614,0.625
 54918,-71.102889,42.316807,0.625
 54918,-71.10256,42.317077,0.625
 54918,-71.102094,42.317484,0.625
 54918,-71.10177,42.317751,0.625
 54918,-71.101613,42.317401,0.625
 54918,-71.101461,42.317169,0.625
 54918,-71.101234,42.316788,0.625
 54918,-71.101091,42.316537,0.625
 54918,-71.100954,42.316279,0.625
 54918,-71.101101,42.316221,0.625
 54918,-71.101262,42.316139,0.625
 54918,-71.101497,42.31602,0.625
 54918,-71.101812,42.315882,0.625
 54918,-71.102144,42.315724,0.625
 54918,-71.102508,42.315527,0.625
 54918,-71.10268,42.315751,0.625
 54918,-71.102769,42.315891,0.625
 54918,-71.102824,42.315997,0.625
 54918,-71.102844,42.316051,0.625
 54918,-71.102931,42.316282,0.625
 54918,-71.103008,42.31646,0.625
 54918,-71.10307,42.31655,0.625
 54918,-71.103125,42.316614,0.625
 54949,-71.071208,42.287343,0.4
 54949,-71.071207,42.287564,0.4
 54949,-71.0712,42.287734,0.4
 54949,-71.071168,42.287965,0.4
 54949,-71.070535,42.288121,0.4
 54949,-71.069521,42.288396,0.4
 54949,-71.069326,42.287941,0.4
 54949,-71.0691,42.287494,0.4
 54949,-71.069811,42.287316,0.4
 54949,-71.070041,42.28728,0.4
 54949,-71.070326,42.287273,0.4
 54949,-71.071214,42.287261,0.4
 54949,-71.071208,42.287343,0.4
 55311,-71.131946,42.271116,1
 55311,-71.131834,42.271522,1
 55311,-71.131783,42.27191,1
 55311,-71.131726,42.272183,1
 55311,-71.131656,42.272333,1
 55311,-71.131454,42.272498,1
 55311,-71.131015,42.272786,1
 55311,-71.130859,42.272867,1
 55311,-71.130562,42.273022,1
 55311,-71.130166,42.273202,1
 55311,-71.129665,42.273402,1
 55311,-71.129434,42.27346,1
 55311,-71.129262,42.273331,1
 55311,-71.128913,42.273089,1
 55311,-71.128787,42.273012,1
 55311,-71.128903,42.272938,1
 55311,-71.129151,42.272849,1
 55311,-71.129693,42.272717,1
 55311,-71.129958,42.272607,1
 55311,-71.130264,42.27244,1
 55311,-71.130438,42.272308,1
 55311,-71.130612,42.272103,1
 55311,-71.130728,42.271859,1
 55311,-71.130787,42.271614,1
 55311,-71.1308,42.271413,1
 55311,-71.130766,42.271207,1
 55311,-71.130664,42.270953,1
 55311,-71.130357,42.270384,1
 55311,-71.130164,42.269996,1
 55311,-71.130029,42.269732,1
 55311,-71.129839,42.269357,1
 55311,-71.129538,42.268775,1
 55311,-71.130277,42.268396,1
 55311,-71.130408,42.268321,1
 55311,-71.13062,42.268644,1
 55311,-71.130859,42.269076,1
 55311,-71.130909,42.269174,1
 55311,-71.131104,42.269552,1
 55311,-71.131535,42.270522,1
 55311,-71.131769,42.270943,1
 55311,-71.131849,42.271051,1
 55311,-71.131946,42.271116,1
 55616,-71.056035,42.362439,0.25
 55616,-71.055886,42.362505,0.25
 55616,-71.055812,42.362542,0.25
 55616,-71.055683,42.362643,0.25
 55616,-71.055647,42.362617,0.25
 55616,-71.055555,42.36255,0.25
 55616,-71.055371,42.362463,0.25
 55616,-71.055214,42.362513,0.25
 55616,-71.055055,42.362598,0.25
 55616,-71.055016,42.362641,0.25
 55616,-71.054819,42.362847,0.25
 55616,-71.054731,42.362912,0.25
 55616,-71.054573,42.363032,0.25
 55616,-71.054229,42.363221,0.25
 55616,-71.054075,42.363096,0.25
 55616,-71.05419,42.362973,0.25
 55616,-71.054334,42.362753,0.25
 55616,-71.054521,42.362435,0.25
 55616,-71.054753,42.362243,0.25
 55616,-71.054829,42.362182,0.25
 55616,-71.054925,42.362046,0.25
 55616,-71.054956,42.361983,0.25
 55616,-71.055217,42.361951,0.25
 55616,-71.055899,42.362315,0.25
 55616,-71.055997,42.362369,0.25
 55616,-71.056079,42.362418,0.25
 55616,-71.056035,42.362439,0.25
 55745,-71.043982,42.337988,1
 55745,-71.042475,42.33801,1
 55745,-71.043303,42.337271,1
 55745,-71.043885,42.337631,1
 55745,-71.044383,42.33798,1
 55745,-71.043982,42.337988,1
 55901,-71.117175,42.250414,0.2
 55901,-71.117146,42.25051,0.2
 55901,-71.11697,42.250688,0.2
 55901,-71.116785,42.250847,0.2
 55901,-71.116613,42.250945,0.2
 55901,-71.116234,42.250598,0.2
 55901,-71.115844,42.250193,0.2
 55901,-71.115097,42.249485,0.2
 55901,-71.114664,42.249082,0.2
 55901,-71.115146,42.248815,0.2
 55901,-71.115795,42.248448,0.2
 55901,-71.116601,42.249171,0.2
 55901,-71.116923,42.249428,0.2
 55901,-71.116807,42.249578,0.2
 55901,-71.116767,42.249674,0.2
 55901,-71.116772,42.249752,0.2
 55901,-71.116801,42.24983,0.2
 55901,-71.11686,42.249916,0.2
 55901,-71.117053,42.250121,0.2
 55901,-71.117132,42.250228,0.2
 55901,-71.117166,42.250318,0.2
 55901,-71.117175,42.250414,0.2
 55952,-71.064801,42.299762,1
 55952,-71.06377,42.300043,1
 55952,-71.063365,42.300157,1
 55952,-71.06283,42.300299,1
 55952,-71.062678,42.300026,1
 55952,-71.062642,42.299971,1
 55952,-71.062599,42.299904,1
 55952,-71.062887,42.299826,1
 55952,-71.063402,42.299673,1
 55952,-71.063697,42.29957,1
 55952,-71.064403,42.299254,1
 55952,-71.064753,42.299465,1
 55952,-71.065107,42.29967,1
 55952,-71.064801,42.299762,1
 56031,-71.112347,42.250441,0.5
 56031,-71.111711,42.250807,0.5
 56031,-71.11152,42.25064,0.5
 56031,-71.111055,42.250193,0.5
 56031,-71.110759,42.249889,0.5
 56031,-71.110331,42.249479,0.5
 56031,-71.110875,42.24915,0.5
 56031,-71.11092,42.249147,0.5
 56031,-71.11098,42.249154,0.5
 56031,-71.111049,42.249188,0.5
 56031,-71.111461,42.249594,0.5
 56031,-71.111529,42.24966,0.5
 56031,-71.111796,42.249902,0.5
 56031,-71.112347,42.250441,0.5
 56306,-71.062901,42.306521,0.33333333
 56306,-71.06231,42.306753,0.33333333
 56306,-71.062179,42.306812,0.33333333
 56306,-71.061943,42.3064,0.33333333
 56306,-71.061771,42.306009,0.33333333
 56306,-71.061504,42.30537,0.33333333
 56306,-71.062303,42.305164,0.33333333
 56306,-71.062326,42.305233,0.33333333
 56306,-71.062343,42.305272,0.33333333
 56306,-71.062901,42.306521,0.33333333
 56340,-71.133048,42.278301,0.05263158
 56340,-71.132758,42.2786,0.05263158
 56340,-71.132412,42.278407,0.05263158
 56340,-71.131886,42.278098,0.05263158
 56340,-71.131408,42.27779,0.05263158
 56340,-71.130428,42.277141,0.05263158
 56340,-71.129339,42.276404,0.05263158
 56340,-71.129029,42.276188,0.05263158
 56340,-71.12898,42.27623,0.05263158
 56340,-71.12889,42.276288,0.05263158
 56340,-71.128509,42.276583,0.05263158
 56340,-71.127841,42.277117,0.05263158
 56340,-71.127643,42.27729,0.05263158
 56340,-71.127333,42.277514,0.05263158
 56340,-71.127076,42.27726,0.05263158
 56340,-71.126519,42.27674,0.05263158
 56340,-71.126294,42.276494,0.05263158
 56340,-71.125673,42.275911,0.05263158
 56340,-71.126564,42.275371,0.05263158
 56340,-71.127352,42.275938,0.05263158
 56340,-71.127981,42.275479,0.05263158
 56340,-71.128647,42.274971,0.05263158
 56340,-71.130944,42.276438,0.05263158
 56340,-71.132739,42.277626,0.05263158
 56340,-71.133359,42.278055,0.05263158
 56340,-71.133048,42.278301,0.05263158
 56403,-71.054731,42.329244,0.2
 56403,-71.054271,42.329249,0.2
 56403,-71.054243,42.329171,0.2
 56403,-71.054203,42.328838,0.2
 56403,-71.054271,42.328796,0.2
 56403,-71.054272,42.328731,0.2
 56403,-71.054274,42.328589,0.2
 56403,-71.0547,42.328585,0.2
 56403,-71.054707,42.32874,0.2
 56403,-71.054731,42.329244,0.2
 56517,-71.057956,42.343723,1.16666667
 56517,-71.057237,42.344873,1.16666667
 56517,-71.057255,42.344537,1.16666667
 56517,-71.057247,42.344178,1.16666667
 56517,-71.057241,42.343981,1.16666667
 56517,-71.057226,42.34354,1.16666667
 56517,-71.057212,42.343201,1.16666667
 56517,-71.057178,42.342945,1.16666667
 56517,-71.057445,42.343165,1.16666667
 56517,-71.057682,42.343328,1.16666667
 56517,-71.057879,42.343369,1.16666667
 56517,-71.058126,42.34342,1.16666667
 56517,-71.057956,42.343723,1.16666667
 56586,-71.039314,42.383198,6
 56586,-71.03931,42.383949,6
 56586,-71.039152,42.383956,6
 56586,-71.038967,42.384115,6
 56586,-71.038983,42.38413,6
 56586,-71.038818,42.384133,6
 56586,-71.03867,42.384216,6
 56586,-71.038469,42.384238,6
 56586,-71.038467,42.385458,6
 56586,-71.038305,42.385439,6
 56586,-71.038277,42.384129,6
 56586,-71.037474,42.384148,6
 56586,-71.037486,42.384391,6
 56586,-71.037481,42.385314,6
 56586,-71.037334,42.385307,6
 56586,-71.037338,42.38438,6
 56586,-71.03732,42.384123,6
 56586,-71.036879,42.384203,6
 56586,-71.036657,42.38459,6
 56586,-71.036687,42.385202,6
 56586,-71.036548,42.385186,6
 56586,-71.036481,42.384521,6
 56586,-71.036172,42.384499,6
 56586,-71.036147,42.384099,6
 56586,-71.036084,42.3841,6
 56586,-71.036085,42.384068,6
 56586,-71.036111,42.382592,6
 56586,-71.039315,42.382606,6
 56586,-71.039314,42.383198,6
 56698,-71.103301,42.347072,1
 56698,-71.102532,42.347274,1
 56698,-71.102431,42.347305,1
 56698,-71.101757,42.347479,1
 56698,-71.101619,42.347218,1
 56698,-71.10147,42.346938,1
 56698,-71.102089,42.346575,1
 56698,-71.102193,42.346519,1
 56698,-71.10282,42.346188,1
 56698,-71.102882,42.346252,1
 56698,-71.103109,42.346697,1
 56698,-71.103301,42.347072,1
 56817,-71.039124,42.375574,1.4
 56817,-71.038409,42.375843,1.4
 56817,-71.03781,42.376068,1.4
 56817,-71.036256,42.376652,1.4
 56817,-71.035834,42.376031,1.4
 56817,-71.03871,42.374956,1.4
 56817,-71.03878,42.374927,1.4
 56817,-71.038892,42.375068,1.4
 56817,-71.039124,42.375574,1.4
 56988,-71.085795,42.329863,2
 56988,-71.08541,42.330356,2
 56988,-71.085029,42.330217,2
 56988,-71.084445,42.329919,2
 56988,-71.084625,42.329596,2
 56988,-71.084781,42.329608,2
 56988,-71.08496,42.329595,2
 56988,-71.085438,42.329499,2
 56988,-71.085749,42.329422,2
 56988,-71.086021,42.329587,2
 56988,-71.085795,42.329863,2
 57019,-71.043692,42.370945,0.22222222
 57019,-71.043151,42.371601,0.22222222
 57019,-71.042932,42.371866,0.22222222
 57019,-71.042314,42.371602,0.22222222
 57019,-71.042609,42.371194,0.22222222
 57019,-71.042924,42.370719,0.22222222
 57019,-71.043191,42.37039,0.22222222
 57019,-71.043891,42.370704,0.22222222
 57019,-71.043692,42.370945,0.22222222
 57122,-71.123592,42.278065,7
 57122,-71.123141,42.278074,7
 57122,-71.122336,42.278061,7
 57122,-71.121927,42.278059,7
 57122,-71.121687,42.278097,7
 57122,-71.121534,42.278154,7
 57122,-71.121505,42.277983,7
 57122,-71.121506,42.277845,7
 57122,-71.121619,42.277313,7
 57122,-71.121859,42.276248,7
 57122,-71.121834,42.275938,7
 57122,-71.121925,42.275745,7
 57122,-71.122031,42.275636,7
 57122,-71.122024,42.275515,7
 57122,-71.122153,42.275738,7
 57122,-71.122476,42.276263,7
 57122,-71.123011,42.27708,7
 57122,-71.123118,42.27726,7
 57122,-71.123461,42.2778,7
 57122,-71.123592,42.278065,7
 57254,-71.072952,42.378141,4
 57254,-71.071583,42.379079,4
 57254,-71.0711,42.3794,4
 57254,-71.070616,42.37864,4
 57254,-71.070539,42.378519,4
 57254,-71.070204,42.377941,4
 57254,-71.070046,42.377444,4
 57254,-71.069995,42.377161,4
 57254,-71.070102,42.37698,4
 57254,-71.070252,42.376769,4
 57254,-71.07038,42.376549,4
 57254,-71.070413,42.376431,4
 57254,-71.070541,42.376266,4
 57254,-71.070903,42.376063,4
 57254,-71.071169,42.37597,4
 57254,-71.07153,42.375837,4
 57254,-71.071658,42.375751,4
 57254,-71.071691,42.375715,4
 57254,-71.072693,42.377035,4
 57254,-71.073335,42.377879,4
 57254,-71.072952,42.378141,4
 57432,-71.063764,42.375087,0.33333333
 57432,-71.063673,42.375091,0.33333333
 57432,-71.063316,42.374867,0.33333333
 57432,-71.063092,42.374689,0.33333333
 57432,-71.063596,42.374386,0.33333333
 57432,-71.063651,42.374452,0.33333333
 57432,-71.063699,42.37451,0.33333333
 57432,-71.063741,42.37456,0.33333333
 57432,-71.064034,42.374989,0.33333333
 57432,-71.063764,42.375087,0.33333333
 57612,-71.098217,42.316769,0.28571429
 57612,-71.097701,42.316419,0.28571429
 57612,-71.098201,42.315913,0.28571429
 57612,-71.098195,42.316187,0.28571429
 57612,-71.098217,42.316769,0.28571429
 57779,-71.063146,42.289887,0.6
 57779,-71.063115,42.289966,0.6
 57779,-71.062327,42.290148,0.6
 57779,-71.060944,42.290497,0.6
 57779,-71.059657,42.290817,0.6
 57779,-71.05947,42.290414,0.6
 57779,-71.059422,42.290298,0.6
 57779,-71.060279,42.29007,0.6
 57779,-71.061774,42.289701,0.6
 57779,-71.062076,42.289617,0.6
 57779,-71.062462,42.289531,0.6
 57779,-71.06272,42.289469,0.6
 57779,-71.062927,42.289437,0.6
 57779,-71.063261,42.289459,0.6
 57779,-71.063146,42.289887,0.6
 57877,-71.073574,42.383873,0.66666667
 57877,-71.07352,42.383873,0.66666667
 57877,-71.073481,42.383877,0.66666667
 57877,-71.073415,42.383884,0.66666667
 57877,-71.073116,42.383325,0.66666667
 57877,-71.073083,42.383269,0.66666667
 57877,-71.073035,42.383186,0.66666667
 57877,-71.072956,42.383037,0.66666667
 57877,-71.072237,42.381682,0.66666667
 57877,-71.072143,42.381504,0.66666667
 57877,-71.071897,42.381052,0.66666667
 57877,-71.071638,42.380644,0.66666667
 57877,-71.071465,42.38035,0.66666667
 57877,-71.071324,42.380084,0.66666667
 57877,-71.071103,42.379727,0.66666667
 57877,-71.070864,42.379319,0.66666667
 57877,-71.070815,42.379228,0.66666667
 57877,-71.070616,42.37864,0.66666667
 57877,-71.0711,42.3794,0.66666667
 57877,-71.071289,42.379748,0.66666667
 57877,-71.07149,42.380123,0.66666667
 57877,-71.071676,42.380469,0.66666667
 57877,-71.071851,42.380745,0.66666667
 57877,-71.072004,42.380986,0.66666667
 57877,-71.07248,42.381719,0.66666667
 57877,-71.073275,42.383097,0.66666667
 57877,-71.073302,42.383146,0.66666667
 57877,-71.073702,42.383871,0.66666667
 57877,-71.073574,42.383873,0.66666667
 57902,-71.054963,42.285575,0.66666667
 57902,-71.054776,42.286007,0.66666667
 57902,-71.054453,42.285967,0.66666667
 57902,-71.054173,42.285957,0.66666667
 57902,-71.053921,42.285969,0.66666667
 57902,-71.053742,42.285989,0.66666667
 57902,-71.053378,42.286079,0.66666667
 57902,-71.052886,42.286207,0.66666667
 57902,-71.052376,42.28633,0.66666667
 57902,-71.052294,42.286179,0.66666667
 57902,-71.052112,42.28577,0.66666667
 57902,-71.052619,42.28564,0.66666667
 57902,-71.053291,42.285455,0.66666667
 57902,-71.053576,42.285393,0.66666667
 57902,-71.053845,42.285348,0.66666667
 57902,-71.054175,42.285337,0.66666667
 57902,-71.054599,42.28536,0.66666667
 57902,-71.055009,42.285426,0.66666667
 57902,-71.054963,42.285575,0.66666667
 58063,-71.12271,42.35763,0.33333333
 58063,-71.122402,42.357774,0.33333333
 58063,-71.122165,42.35787,0.33333333
 58063,-71.121256,42.358266,0.33333333
 58063,-71.121006,42.358407,0.33333333
 58063,-71.120956,42.358345,0.33333333
 58063,-71.120876,42.358281,0.33333333
 58063,-71.120798,42.358105,0.33333333
 58063,-71.120703,42.357865,0.33333333
 58063,-71.120671,42.357709,0.33333333
 58063,-71.120625,42.357397,0.33333333
 58063,-71.120593,42.357269,0.33333333
 58063,-71.120714,42.357304,0.33333333
 58063,-71.120935,42.357358,0.33333333
 58063,-71.121022,42.357374,0.33333333
 58063,-71.121267,42.357419,0.33333333
 58063,-71.121645,42.357474,0.33333333
 58063,-71.121836,42.357495,0.33333333
 58063,-71.122281,42.357562,0.33333333
 58063,-71.122597,42.357619,0.33333333
 58063,-71.12271,42.35763,0.33333333
 58454,-71.039124,42.375574,3.5
 58454,-71.038892,42.375068,3.5
 58454,-71.03878,42.374927,3.5
 58454,-71.039092,42.374923,3.5
 58454,-71.039103,42.375144,3.5
 58454,-71.039124,42.375574,3.5
 59071,-71.163135,42.287567,0.5
 59071,-71.162067,42.28837,0.5
 59071,-71.161481,42.288798,0.5
 59071,-71.160682,42.288203,0.5
 59071,-71.161492,42.287624,0.5
 59071,-71.161048,42.287328,0.5
 59071,-71.160364,42.28683,0.5
 59071,-71.160671,42.286591,0.5
 59071,-71.160981,42.286372,0.5
 59071,-71.16146,42.286068,0.5
 59071,-71.162121,42.286656,0.5
 59071,-71.162709,42.287146,0.5
 59071,-71.163135,42.287567,0.5
 59212,-71.082525,42.280461,0.11111111
 59212,-71.082454,42.280472,0.11111111
 59212,-71.081815,42.28057,0.11111111
 59212,-71.081595,42.280621,0.11111111
 59212,-71.080726,42.280823,0.11111111
 59212,-71.079732,42.281019,0.11111111
 59212,-71.079111,42.281159,0.11111111
 59212,-71.07864,42.280583,0.11111111
 59212,-71.078529,42.280418,0.11111111
 59212,-71.079128,42.2803,0.11111111
 59212,-71.080007,42.280092,0.11111111
 59212,-71.080785,42.279937,0.11111111
 59212,-71.081513,42.279763,0.11111111
 59212,-71.082098,42.280164,0.11111111
 59212,-71.082501,42.280445,0.11111111
 59212,-71.082525,42.280461,0.11111111
 60302,-71.077621,42.336001,0.33333333
 60302,-71.077019,42.336467,0.33333333
 60302,-71.076941,42.336527,0.33333333
 60302,-71.076555,42.336213,0.33333333
 60302,-71.076516,42.336037,0.33333333
 60302,-71.076826,42.335856,0.33333333
 60302,-71.077084,42.335683,0.33333333
 60302,-71.07712,42.335651,0.33333333
 60302,-71.077132,42.335621,0.33333333
 60302,-71.07713,42.335566,0.33333333
 60302,-71.077621,42.336001,0.33333333
 60587,-71.122254,42.312207,0.5
 60587,-71.122225,42.31244,0.5
 60587,-71.122099,42.31272,0.5
 60587,-71.121905,42.312907,0.5
 60587,-71.121788,42.31286,0.5
 60587,-71.121724,42.312835,0.5
 60587,-71.121655,42.312771,0.5
 60587,-71.12156,42.312636,0.5
 60587,-71.121454,42.31246,0.5
 60587,-71.121381,42.312199,0.5
 60587,-71.121355,42.312012,0.5
 60587,-71.121341,42.311738,0.5
 60587,-71.121316,42.311463,0.5
 60587,-71.121243,42.311145,0.5
 60587,-71.12113,42.310838,0.5
 60587,-71.12101,42.310492,0.5
 60587,-71.120933,42.310328,0.5
 60587,-71.120897,42.310229,0.5
 60587,-71.120866,42.310018,0.5
 60587,-71.120863,42.309655,0.5
 60587,-71.12087,42.309337,0.5
 60587,-71.120846,42.309192,0.5
 60587,-71.120727,42.309009,0.5
 60587,-71.120862,42.309102,0.5
 60587,-71.12093,42.309162,0.5
 60587,-71.121239,42.30941,0.5
 60587,-71.121492,42.309657,0.5
 60587,-71.121612,42.309798,0.5
 60587,-71.121749,42.310041,0.5
 60587,-71.121869,42.310294,0.5
 60587,-71.122019,42.31071,0.5
 60587,-71.122157,42.311194,0.5
 60587,-71.122214,42.311518,0.5
 60587,-71.122255,42.311884,0.5
 60587,-71.122254,42.312207,0.5
 60622,-71.045064,42.320425,0.125
 60622,-71.045,42.320494,0.125
 60622,-71.044634,42.320606,0.125
 60622,-71.044029,42.320757,0.125
 60622,-71.043792,42.320324,0.125
 60622,-71.043553,42.319843,0.125
 60622,-71.044696,42.319542,0.125
 60622,-71.04503,42.320186,0.125
 60622,-71.045073,42.320325,0.125
 60622,-71.045064,42.320425,0.125
 60742,-71.134717,42.291676,0.6
 60742,-71.134167,42.292128,0.6
 60742,-71.134126,42.292051,0.6
 60742,-71.134064,42.291986,0.6
 60742,-71.13396,42.291915,0.6
 60742,-71.133623,42.291656,0.6
 60742,-71.132942,42.291101,0.6
 60742,-71.132494,42.290773,0.6
 60742,-71.132604,42.290636,0.6
 60742,-71.132959,42.290245,0.6
 60742,-71.133276,42.290515,0.6
 60742,-71.133534,42.290743,0.6
 60742,-71.133971,42.291115,0.6
 60742,-71.134373,42.291449,0.6
 60742,-71.134717,42.291676,0.6
 61052,-71.117999,42.308805,0.5
 61052,-71.117314,42.308954,0.5
 61052,-71.117164,42.308985,0.5
 61052,-71.116722,42.309097,0.5
 61052,-71.116655,42.308716,0.5
 61052,-71.116603,42.308473,0.5
 61052,-71.116572,42.308394,0.5
 61052,-71.116508,42.308341,0.5
 61052,-71.116615,42.30827,0.5
 61052,-71.116797,42.308195,0.5
 61052,-71.116914,42.308155,0.5
 61052,-71.117256,42.308081,0.5
 61052,-71.117817,42.307932,0.5
 61052,-71.117927,42.308387,0.5
 61052,-71.117999,42.308805,0.5
 61341,-71.140076,42.342663,2
 61341,-71.139453,42.343177,2
 61341,-71.139226,42.343348,2
 61341,-71.138809,42.343087,2
 61341,-71.138902,42.343011,2
 61341,-71.139977,42.34214,2
 61341,-71.140427,42.342395,2
 61341,-71.140076,42.342663,2
 61567,-71.075253,42.27968,0.33333333
 61567,-71.07459,42.27982,0.33333333
 61567,-71.073549,42.280046,0.33333333
 61567,-71.072925,42.280177,0.33333333
 61567,-71.072843,42.279895,0.33333333
 61567,-71.072695,42.279443,0.33333333
 61567,-71.073154,42.279346,0.33333333
 61567,-71.074279,42.279125,0.33333333
 61567,-71.075017,42.278986,0.33333333
 61567,-71.075094,42.279189,0.33333333
 61567,-71.075253,42.27968,0.33333333
 61576,-71.151772,42.266096,1.07692308
 61576,-71.151124,42.266666,1.07692308
 61576,-71.150805,42.26694,1.07692308
 61576,-71.15067,42.267062,1.07692308
 61576,-71.150469,42.267244,1.07692308
 45545,-71.068186,42.35932,1
 45545,-71.068357,42.359339,1
 45545,-71.068582,42.359339,1
 45545,-71.068629,42.359568,1
 45827,-71.056203,42.364479,0.2
 45827,-71.056114,42.364476,0.2
 45827,-71.055833,42.364442,0.2
 45827,-71.055528,42.364416,0.2
 45827,-71.055554,42.364129,0.2
 45827,-71.055744,42.364174,0.2
 45827,-71.056244,42.364255,0.2
 45827,-71.056203,42.364479,0.2
 45853,-71.053859,42.307442,0.11764706
 45853,-71.053834,42.308017,0.11764706
 45853,-71.053725,42.308595,0.11764706
 45853,-71.053569,42.309165,0.11764706
 45853,-71.053359,42.309799,0.11764706
 45853,-71.053183,42.310244,0.11764706
 45853,-71.053056,42.310529,0.11764706
 45853,-71.052828,42.31111,0.11764706
 45853,-71.052641,42.310966,0.11764706
 45853,-71.052504,42.31083,0.11764706
 45853,-71.052157,42.310531,0.11764706
